LM1.jpg,0,L,245,131,114,262
LM1.jpg,1,L,212,364,219,190
LM1.jpg,2,L,205,510,209,89
LM1.jpg,4,L,217,675,225,190
LM1.jpg,5,L,208,944,127,293
LM1.jpg,6,L,195,1275,222,223
LM1.jpg,7,L,164,1465,260,112
LM1.jpg,8,L,185,1668,230,237
LM1.jpg,9,L,150,1967,122,297
LM1.jpg,10,L,125,2254,211,200
LM1.jpg,11,L,124,2461,221,136
LM1.jpg,12,L,588,139,136,256
LM1.jpg,13,L,548,362,215,157
LM1.jpg,14,L,536,516,224,106
LM1.jpg,15,L,544,700,211,210
LM1.jpg,16,L,539,960,124,283
LM1.jpg,17,L,513,1280,206,208
LM1.jpg,18,L,520,1473,244,110
LM1.jpg,19,L,525,1701,234,226
LM1.jpg,20,L,471,1993,95,300
LM1.jpg,21,L,415,2286,208,187
LM1.jpg,22,L,391,2492,237,127
LM1.jpg,23,L,867,119,120,238
LM1.jpg,24,L,842,344,220,163
LM1.jpg,25,L,832,514,209,121
LM1.jpg,26,L,843,713,222,213
LM1.jpg,27,L,835,987,100,307
LM1.jpg,28,L,820,1262,237,214
LM1.jpg,29,L,795,1492,220,148
LM1.jpg,30,L,786,1714,230,223
LM1.jpg,31,L,766,2017,124,318
LM1.jpg,32,L,715,2315,226,244
LM1.jpg,33,L,709,2531,258,127
