SCJ.jpg,0,S,1010,687,138,230
SCJ.jpg,1,S,809,1194,115,221
SCJ.jpg,2,S,726,1989,113,248
SCJ.jpg,3,S,1286,1138,111,263
SCJ.jpg,4,S,1369,1954,259,245
SCJ.jpg,5,S,1850,1141,110,275
SCJ.jpg,6,S,1908,1723,268,129
SCJ.jpg,7,S,2060,2272,115,308
SCJ.jpg,8,S,2412,1108,121,251
SCJ.jpg,9,S,2458,1698,255,156
SCJ.jpg,10,S,2929,1598,217,183
SCJ.jpg,11,S,2976,1071,177,224
SCJ.jpg,12,S,3319,688,261,150
SCJ.jpg,13,s,2803,2243,91,281
SCJ.jpg,14,S,3372,2027,148,290
SNJ.jpg,15,S,745,1375,196,230
SNJ.jpg,16,S,1172,794,112,242
SNJ.jpg,17,S,1307,1479,157,171
SNJ.jpg,18,S,889,2053,165,126
SNJ.jpg,19,S,1656,1961,173,129
SNJ.jpg,20,S,1767,1071,123,194
SNJ.jpg,21,S,2237,777,194,197
SNJ.jpg,22,S,2069,1579,144,299
SNJ.jpg,23,S,2253,2265,181,171
SNJ.jpg,24,S,2560,1189,173,132
SNJ.jpg,25,S,3066,804,104,233
SNJ.jpg,26,S,2663,1687,187,189
SNJ.jpg,27,S,2980,2154,100,270
SNJ.jpg,28,S,3244,1658,94,242
SNJ.jpg,29,S,3509,1121,217,147
SOJ.jpg,30,S,546,1025,233,180
SOJ.jpg,31,S,875,620,201,234
SOJ.jpg,32,S,1376,1036,150,269
SOJ.jpg,33,S,989,1507,116,293
SOJ.jpg,34,S,1146,2188,213,189
SOJ.jpg,35,S,1658,544,115,266
SOJ.jpg,36,S,2054,1099,209,168
SOJ.jpg,37,S,1796,1692,155,233
SOJ.jpg,38,S,2059,2246,130,257
SOJ.jpg,39,S,2597,1748,112,263
SOJ.jpg,40,S,2586,679,197,156
SOJ.jpg,41,S,3013,1181,155,177
SOJ.jpg,42,S,3025,2163,110,210
SOJ.jpg,43,S,3385,1552,117,223
