TM1.jpg,0,T,1724,75,150,151
TM1.jpg,1,T,1732,304,163,179
TM1.jpg,2,T,1748,558,139,190
TM1.jpg,3,T,1749,763,129,162
TM1.jpg,4,T,1753,1028,145,178
TM1.jpg,5,T,1744,1309,163,184
TM1.jpg,6,T,1745,1592,149,217
TM1.jpg,7,T,1720,1825,150,199
TM1.jpg,8,T,1705,2040,159,184
TM1.jpg,9,T,1711,2283,136,204
TM1.jpg,10,T,1699,2597,143,217
TM1.jpg,11,T,1935,81,173,163
TM1.jpg,12,T,1940,326,151,193
TM1.jpg,13,T,1946,565,155,193
TM1.jpg,14,T,1939,786,145,196
TM1.jpg,15,T,1936,1037,155,208
TM1.jpg,16,T,1935,1309,177,220
TM1.jpg,17,T,1943,1616,161,205
TM1.jpg,18,T,1913,1833,157,190
TM1.jpg,19,T,1912,2066,163,195
TM1.jpg,20,T,1896,2319,166,222
TM1.jpg,21,T,1915,2626,165,208
TM1.jpg,22,T,2138,101,147,202
TM1.jpg,23,T,2134,329,147,223
TM1.jpg,24,T,2146,587,163,212
TM1.jpg,25,T,2140,799,155,187
TM1.jpg,26,T,2143,1052,150,221
TM1.jpg,27,T,2147,1317,158,182
TM1.jpg,28,T,2142,1648,144,196
TM1.jpg,29,T,2120,1859,143,188
TM1.jpg,30,T,2120,2089,143,188
TM1.jpg,31,T,2131,2373,145,211
TM1.jpg,32,T,2134,2658,147,200
