RCJ.jpg,0,R,823,551,200,120
RCJ.jpg,1,R,903,1200,104,233
RCJ.jpg,2,R,1132,1746,96,216
RCJ.jpg,3,R,975,2282,215,168
RCJ.jpg,4,R,1782,564,104,207
RCJ.jpg,5,R,1574,1089,107,266
RCJ.jpg,6,R,1613,2488,251,108
RCJ.jpg,7,R,1986,1880,191,205
RCJ.jpg,8,R,2137,1281,210,114
RCJ.jpg,9,R,2422,712,144,228
RCJ.jpg,10,R,3188,534,214,141
RCJ.jpg,11,R,2949,1159,237,138
RCJ.jpg,12,R,2694,2082,104,245
RCJ.jpg,13,R,3062,1889,104,228
RCJ.jpg,14,R,3642,1422,96,201
RNJ.jpg,16,R,632,733,81,234
RNJ.jpg,18,R,1272,909,209,138
RNJ.jpg,19,R,1645,532,150,230
RNJ.jpg,20,R,927,1683,258,180
RNJ.jpg,21,R,1307,2199,135,210
RNJ.jpg,22,R,1613,1370,221,139
RNJ.jpg,23,R,1789,1756,144,183
RNJ.jpg,24,R,2213,657,203,188
RNJ.jpg,25,R,2341,1184,165,195
RNJ.jpg,26,R,2908,929,66,245
RNJ.jpg,27,R,3427,734,175,195
RNJ.jpg,28,R,3078,1639,197,114
RNJ.jpg,29,R,2454,1997,87,195
RNJ.jpg,30,R,2115,2432,251,123
RNJ.jpg,32,R,3457,2048,234,129
ROJ.jpg,33,R,648,654,209,118
ROJ.jpg,34,R,703,1135,298,156
ROJ.jpg,35,R,915,1516,277,150
ROJ.jpg,37,R,639,1836,274,141
ROJ.jpg,38,R,809,2407,299,162
ROJ.jpg,39,R,1364,1824,291,147
ROJ.jpg,40,R,1428,2550,285,150
ROJ.jpg,41,R,1239,712,251,126
ROJ.jpg,42,R,1405,995,268,150
ROJ.jpg,43,R,1789,1436,278,150
ROJ.jpg,44,R,1852,2088,292,155
ROJ.jpg,45,R,2365,2432,270,153
ROJ.jpg,46,R,2304,1628,278,165
ROJ.jpg,47,R,2108,1034,245,156
ROJ.jpg,48,R,1853,676,272,162
ROJ.jpg,49,R,2470,576,228,141
ROJ.jpg,50,R,2885,1136,79,243
ROJ.jpg,51,R,3222,740,153,237
ROJ.jpg,52,R,3519,1254,148,221
ROJ.jpg,53,R,3022,1944,123,236
ROJ.jpg,54,R,2849,2471,99,243
ROJ.jpg,55,R,3446,2261,133,251
