B.jpg,0,B,114,58,91,61
B.jpg,1,B,245,56,112,57
B.jpg,2,B,389,58,126,66
B.jpg,3,B,513,61,64,64
B.jpg,4,B,670,35,196,32
B.jpg,5,B,667,78,187,35
B.jpg,6,B,803,61,28,79
B.jpg,7,B,905,67,126,87
B.jpg,8,B,1058,75,156,99
B.jpg,9,B,109,171,105,91
B.jpg,10,B,264,181,171,108
B.jpg,11,B,471,174,197,93
B.jpg,12,B,624,199,41,119
B.jpg,13,B,747,183,113,94
B.jpg,14,B,914,209,141,111
B.jpg,15,B,1098,233,97,128
B.jpg,16,B,124,332,119,105
B.jpg,17,B,293,361,149,154
B.jpg,18,B,496,351,157,118
B.jpg,19,B,675,317,119,42
B.jpg,20,B,651,391,55,68
B.jpg,21,B,787,358,56,144
B.jpg,22,B,901,347,106,86
B.jpg,23,B,1067,372,116,46
B.jpg,24,B,990,435,186,42
B.jpg,25,B,152,510,181,72
B.jpg,26,B,371,510,217,64
B.jpg,27,B,593,512,164,78
B.jpg,28,B,772,519,57,76
B.jpg,29,B,907,516,148,58
B.jpg,30,B,1077,531,92,90
B.jpg,31,B,124,651,87,116
B.jpg,32,B,382,683,294,165
B.jpg,33,B,612,691,108,142
B.jpg,34,B,824,696,173,159
B.jpg,35,B,1058,696,123,65
B.jpg,36,B,100,828,42,39
B.jpg,37,B,273,895,220,159
B.jpg,38,B,542,1015,192,310
B.jpg,39,B,753,998,66,283
B.jpg,40,B,887,1030,88,345
B.jpg,41,B,1074,834,219,31
B.jpg,42,B,1076,907,195,68
B.jpg,43,B,1010,1006,87,76
B.jpg,44,B,1130,1025,91,75
B.jpg,45,B,1064,1170,225,133
B.jpg,46,B,205,1107,244,165
